incident_id,crime_type,Description,location_type,Latitude,Longitude,date_time,is_severe,region_code,is_domestic
7785776,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,12.1348,15.0557,2010-01-01 00:00:00,1,22.0,True
7788266,THEFT,ATTEMPT FINANCIAL IDENTITY THEFT,RESIDENCE,12.1348,15.0557,2010-01-01 00:00:00,0,38.0,False
7653183,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,12.1348,15.0557,2010-01-01 00:00:00,0,61.0,True
7690569,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,12.1348,15.0557,2010-01-01 00:00:00,0,27.0,False
7692520,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,12.1348,15.0557,2010-01-01 00:00:00,0,63.0,True
7706322,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,12.1348,15.0557,2010-01-01 00:00:00,0,66.0,False
7711129,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,12.1348,15.0557,2010-01-01 00:00:00,0,49.0,False
7872180,SEX OFFENSE,INDECENT SOLICITATION/CHILD,OTHER,12.1348,15.0557,2010-01-01 00:00:00,0,4.0,False
7913683,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,12.1348,15.0557,2010-01-01 00:00:00,1,49.0,False
7947552,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,12.1348,15.0557,2010-01-01 00:00:00,0,66.0,False
7824973,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,12.1348,15.0557,2010-01-01 00:00:00,0,6.0,True
7826909,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,12.1348,15.0557,2010-01-01 00:00:00,0,69.0,False
8021220,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,12.1348,15.0557,2010-01-01 00:00:00,0,24.0,False
8054716,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,12.1348,15.0557,2010-01-01 00:00:00,1,52.0,True
8071310,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,12.1348,15.0557,2010-01-01 00:00:00,1,19.0,True
8075156,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,12.1348,15.0557,2010-01-01 00:00:00,0,22.0,False
8079563,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,12.1348,15.0557,2010-01-01 00:00:00,0,43.0,True
10128082,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,12.1348,15.0557,2010-01-01 00:00:00,0,48.0,True
8101439,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,12.1348,15.0557,2010-01-01 00:00:00,0,73.0,False
7961120,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,12.1348,15.0557,2010-01-01 00:00:00,0,38.0,False
7968942,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,12.1348,15.0557,2010-01-01 00:00:00,0,42.0,False
7969374,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,12.1348,15.0557,2010-01-01 00:00:00,0,71.0,True
7986558,CRIM SEXUAL ASSAULT,PREDATORY,APARTMENT,12.1348,15.0557,2010-01-01 00:00:00,0,58.0,True
7989288,THEFT,FINANCIAL ID THEFT: OVER $300,OTHER,12.1348,15.0557,2010-01-01 00:00:00,0,44.0,False
8146818,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,12.1348,15.0557,2010-01-01 00:00:00,0,63.0,False
8180072,CRIM SEXUAL ASSAULT,PREDATORY,APARTMENT,12.1348,15.0557,2010-01-01 00:00:00,1,3.0,True
8184093,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,12.1348,15.0557,2010-01-01 00:00:00,1,66.0,True
8231781,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,12.1348,15.0557,2010-01-01 00:00:00,0,25.0,False
8367174,THEFT,FINANCIAL ID THEFT: OVER $300,GROCERY FOOD STORE,12.1348,15.0557,2010-01-01 00:00:00,0,71.0,False
8380363,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,12.1348,15.0557,2010-01-01 00:00:00,1,19.0,True
8382585,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,12.1348,15.0557,2010-01-01 00:00:00,0,1.0,False
8574072,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,12.1348,15.0557,2010-01-01 00:00:00,1,28.0,False
8574572,DECEPTIVE PRACTICE,UNAUTHORIZED VIDEOTAPING,RESIDENCE,12.1348,15.0557,2010-01-01 00:00:00,1,28.0,False
8603535,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,APARTMENT,12.1348,15.0557,2010-01-01 00:00:00,0,66.0,False
8607960,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,12.1348,15.0557,2010-01-01 00:00:00,1,28.0,False
8478158,THEFT,FINANCIAL ID THEFT:$300 &UNDER,APARTMENT,12.1348,15.0557,2010-01-01 00:00:00,0,60.0,False
8538388,THEFT,OVER $500,APARTMENT,12.1348,15.0557,2010-01-01 00:00:00,0,25.0,False
8640179,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,12.1348,15.0557,2010-01-01 00:00:00,0,43.0,False
8645142,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,APARTMENT,12.1348,15.0557,2010-01-01 00:00:00,0,65.0,True
8715884,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,12.1348,15.0557,2010-01-01 00:00:00,0,68.0,False
8847409,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,12.1348,15.0557,2010-01-01 00:00:00,0,52.0,False
8893295,CRIM SEXUAL ASSAULT,PREDATORY,APARTMENT,12.1348,15.0557,2010-01-01 00:00:00,0,22.0,True
8807218,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,12.1348,15.0557,2010-01-01 00:00:00,0,61.0,False
9009239,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,12.1348,15.0557,2010-01-01 00:00:00,0,59.0,False
8937812,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,APARTMENT,12.1348,15.0557,2010-01-01 00:00:00,0,30.0,True
8960653,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,12.1348,15.0557,2010-01-01 00:00:00,0,30.0,True
9129374,DECEPTIVE PRACTICE,EMBEZZLEMENT,MEDICAL/DENTAL OFFICE,12.1348,15.0557,2010-01-01 00:00:00,0,41.0,False
9171785,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,12.1348,15.0557,2010-01-01 00:00:00,0,22.0,True
9177412,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,12.1348,15.0557,2010-01-01 00:00:00,0,28.0,False
9188122,THEFT,FINANCIAL ID THEFT: OVER $300,STREET,12.1348,15.0557,2010-01-01 00:00:00,0,68.0,False
9246025,THEFT,FINANCIAL ID THEFT: OVER $300,OTHER,12.1348,15.0557,2010-01-01 00:00:00,0,42.0,False
9096133,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,12.1348,15.0557,2010-01-01 00:00:00,0,52.0,False
9256263,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,12.1348,15.0557,2010-01-01 00:00:00,0,61.0,False
9263031,THEFT,FINANCIAL ID THEFT:$300 &UNDER,APARTMENT,12.1348,15.0557,2010-01-01 00:00:00,0,67.0,False
9286620,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12.1348,15.0557,2010-01-01 00:00:00,0,66.0,False
9362720,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,COMMERCIAL / BUSINESS OFFICE,12.1348,15.0557,2010-01-01 00:00:00,0,11.0,True
9579706,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,RESIDENCE,12.1348,15.0557,2010-01-01 00:00:00,0,26.0,False
9590466,DECEPTIVE PRACTICE,FORGERY,OTHER,12.1348,15.0557,2010-01-01 00:00:00,0,26.0,False
9469489,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12.1348,15.0557,2010-01-01 00:00:00,0,25.0,True
9661725,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,12.1348,15.0557,2010-01-01 00:00:00,0,67.0,False
9700543,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,12.1348,15.0557,2010-01-01 00:00:00,0,67.0,False
9765519,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,APARTMENT,12.1348,15.0557,2010-01-01 00:00:00,1,27.0,True
9638633,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,12.1348,15.0557,2010-01-01 00:00:00,0,71.0,False
9655551,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,12.1348,15.0557,2010-01-01 00:00:00,1,16.0,True
9661422,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,12.1348,15.0557,2010-01-01 00:00:00,0,25.0,False
9822992,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,12.1348,15.0557,2010-01-01 00:00:00,0,27.0,True
9937000,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,12.1348,15.0557,2010-01-01 00:00:00,0,43.0,False
9784768,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,RESIDENCE,12.1348,15.0557,2010-01-01 00:00:00,0,43.0,False
9791399,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,RESIDENCE,12.1348,15.0557,2010-01-01 00:00:00,1,69.0,False
9811851,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,APARTMENT,12.1348,15.0557,2010-01-01 00:00:00,1,61.0,True
9966011,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,12.1348,15.0557,2010-01-01 00:00:00,0,36.0,False
9966865,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,12.1348,15.0557,2010-01-01 00:00:00,0,2.0,False
7945106,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,12.1348,15.0557,2010-01-01 00:00:00,0,23.0,False
9997943,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,12.1348,15.0557,2010-01-01 00:00:00,0,71.0,False
10262078,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,12.1348,15.0557,2010-01-01 00:01:00,0,46.0,False
10297555,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,12.1348,15.0557,2010-01-01 00:01:00,0,25.0,False
10152843,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,12.1348,15.0557,2010-01-01 00:01:00,0,68.0,False
10213555,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,12.1348,15.0557,2010-01-01 00:01:00,0,25.0,False
11620828,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,12.1348,15.0557,2010-01-01 00:01:00,0,47.0,True
11020229,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,12.1348,15.0557,2010-01-01 00:01:00,1,52.0,True
10029259,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,12.1348,15.0557,2010-01-01 00:01:00,0,45.0,False
7296838,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,12.1348,15.0557,2010-01-01 00:01:00,0,50.0,False
7296990,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENTIAL YARD (FRONT/BACK),12.1348,15.0557,2010-01-01 00:01:00,1,67.0,False
7297218,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,CTA TRAIN,12.1348,15.0557,2010-01-01 00:01:00,0,32.0,False
7297366,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,12.1348,15.0557,2010-01-01 00:01:00,1,24.0,False
7297505,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,12.1348,15.0557,2010-01-01 00:01:00,0,44.0,True
7297693,CRIMINAL DAMAGE,TO PROPERTY,FACTORY/MANUFACTURING BUILDING,12.1348,15.0557,2010-01-01 00:01:00,0,28.0,False
7298460,THEFT,OVER $500,RESIDENCE-GARAGE,12.1348,15.0557,2010-01-01 00:01:00,0,7.0,False
7298927,THEFT,FROM BUILDING,RESIDENCE,12.1348,15.0557,2010-01-01 00:01:00,0,51.0,False
7354329,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,12.1348,15.0557,2010-01-01 00:01:00,0,65.0,False
7357273,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,12.1348,15.0557,2010-01-01 00:01:00,0,19.0,False
7359063,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,12.1348,15.0557,2010-01-01 00:01:00,0,8.0,False
7360668,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,12.1348,15.0557,2010-01-01 00:01:00,0,8.0,False
7366197,THEFT,OVER $500,RESIDENCE,12.1348,15.0557,2010-01-01 00:01:00,0,25.0,False
7372020,BURGLARY,FORCIBLE ENTRY,ABANDONED BUILDING,12.1348,15.0557,2010-01-01 00:01:00,0,27.0,False
7391268,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,12.1348,15.0557,2010-01-01 00:01:00,0,29.0,False
7397472,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,12.1348,15.0557,2010-01-01 00:01:00,0,24.0,True
7421384,BATTERY,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",12.1348,15.0557,2010-01-01 00:01:00,0,58.0,False
7446983,STALKING,CYBERSTALKING,RESIDENCE,12.1348,15.0557,2010-01-01 00:01:00,0,8.0,False
7452585,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,RESIDENCE,12.1348,15.0557,2010-01-01 00:01:00,0,23.0,True
7456797,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,APARTMENT,12.1348,15.0557,2010-01-01 00:01:00,0,29.0,False
7307784,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,12.1348,15.0557,2010-01-01 00:01:00,0,22.0,False
7309081,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12.1348,15.0557,2010-01-01 00:01:00,0,25.0,True
7310818,BURGLARY,UNLAWFUL ENTRY,APARTMENT,12.1348,15.0557,2010-01-01 00:01:00,0,58.0,False
7314083,CRIMINAL DAMAGE,TO VEHICLE,STREET,12.1348,15.0557,2010-01-01 00:01:00,0,73.0,False
7319121,DECEPTIVE PRACTICE,EMBEZZLEMENT,RESIDENCE,12.1348,15.0557,2010-01-01 00:01:00,0,51.0,False
7476522,THEFT,FINANCIAL ID THEFT:$300 &UNDER,STREET,12.1348,15.0557,2010-01-01 00:01:00,0,44.0,False
7482948,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,12.1348,15.0557,2010-01-01 00:01:00,0,8.0,False
7491481,THEFT,FINANCIAL ID THEFT: OVER $300,OTHER,12.1348,15.0557,2010-01-01 00:01:00,0,68.0,False
7492284,THEFT,FROM BUILDING,APARTMENT,12.1348,15.0557,2010-01-01 00:01:00,1,76.0,True
7495427,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,12.1348,15.0557,2010-01-01 00:01:00,0,25.0,False
7504226,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,12.1348,15.0557,2010-01-01 00:01:00,0,63.0,False
7505849,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,APARTMENT,12.1348,15.0557,2010-01-01 00:01:00,0,46.0,False
7524875,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,APARTMENT,12.1348,15.0557,2010-01-01 00:01:00,0,16.0,False
7531930,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,12.1348,15.0557,2010-01-01 00:01:00,0,75.0,False
7538058,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,12.1348,15.0557,2010-01-01 00:01:00,0,9.0,True
7542800,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,12.1348,15.0557,2010-01-01 00:01:00,0,25.0,False
7545223,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,12.1348,15.0557,2010-01-01 00:01:00,0,22.0,False
7545260,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,12.1348,15.0557,2010-01-01 00:01:00,0,13.0,False
7570969,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,12.1348,15.0557,2010-01-01 00:01:00,0,70.0,False
7585557,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,12.1348,15.0557,2010-01-01 00:01:00,0,31.0,False
7743821,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,APARTMENT,12.1348,15.0557,2010-01-01 00:01:00,0,40.0,False
7749614,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,12.1348,15.0557,2010-01-01 00:01:00,0,53.0,True
7755620,BATTERY,SIMPLE,RESIDENCE,12.1348,15.0557,2010-01-01 00:01:00,1,49.0,False
7759441,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,12.1348,15.0557,2010-01-01 00:01:00,0,69.0,False
7766062,THEFT,FROM BUILDING,VACANT LOT/LAND,12.1348,15.0557,2010-01-01 00:01:00,0,66.0,False
7767919,THEFT,AGG: FINANCIAL ID THEFT,RESIDENCE,12.1348,15.0557,2010-01-01 00:01:00,0,25.0,False
7768051,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,12.1348,15.0557,2010-01-01 00:01:00,0,2.0,False
7769318,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,12.1348,15.0557,2010-01-01 00:01:00,0,58.0,False
7774089,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,RESIDENCE,12.1348,15.0557,2010-01-01 00:01:00,0,24.0,True
7654554,THEFT,FINANCIAL ID THEFT:$300 &UNDER,OTHER,12.1348,15.0557,2010-01-01 00:01:00,0,30.0,False
7667774,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESTAURANT,12.1348,15.0557,2010-01-01 00:01:00,0,42.0,False
7677781,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,12.1348,15.0557,2010-01-01 00:01:00,0,29.0,False
7693130,THEFT,FINANCIAL ID THEFT:$300 &UNDER,APARTMENT,12.1348,15.0557,2010-01-01 00:01:00,0,8.0,False
7705571,BATTERY,SIMPLE,RESIDENCE,12.1348,15.0557,2010-01-01 00:01:00,0,30.0,False
7719562,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,12.1348,15.0557,2010-01-01 00:01:00,0,24.0,False
7734302,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,12.1348,15.0557,2010-01-01 00:01:00,0,12.0,False
7885631,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,RESIDENCE,12.1348,15.0557,2010-01-01 00:01:00,0,31.0,False
7893057,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,12.1348,15.0557,2010-01-01 00:01:00,0,29.0,False
7904176,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,12.1348,15.0557,2010-01-01 00:01:00,0,62.0,True
