incident_id,crime_type,Description,location_type,Latitude,Longitude,date_time,is_severe,region_code,is_domestic,has_suspect,suspect_id
7491481,GENDER BASED VIOLENCE,PROPERTY DAMAGED IN MARKET,Main Road,-2.204169,30.400371,2010-01-01 00:01:00,0,104,False,False,
7492284,CHILD ABUSE,GBV REPORTED,District Office,-2.215085,29.106668,2010-01-01 00:01:00,1,119,True,True,SUSP-00112
7495427,MURDER,CHILD NEGLECT CASE,Public Market,-1.784629,29.680712,2010-01-01 00:01:00,0,101,False,True,SUSP-00113
7504226,FRAUD,GBV REPORTED,District Office,-1.423186,29.806814,2010-01-01 00:01:00,0,112,False,True,SUSP-00114
7505849,MOTORCYCLE THEFT,DOMESTIC VIOLENCE INCIDENT,Health Center,-1.715624,30.147011,2010-01-01 00:01:00,0,121,False,True,SUSP-00115
7524875,MOTORCYCLE THEFT,BODILY HARM IN FAMILY,Public Market,-2.145771,29.472986,2010-01-01 00:01:00,0,110,False,True,SUSP-00116
7531930,MURDER,PROPERTY DAMAGED IN MARKET,Village Road,-1.701511,29.200033,2010-01-01 00:01:00,0,118,False,False,
7538058,ASSAULT,UNLAWFUL ENTRY,Residential House,-1.130106,29.265578,2010-01-01 00:01:00,0,107,True,True,SUSP-00117
7542800,PROPERTY DAMAGE,BODILY HARM IN FAMILY,Residential House,-1.091318,29.886472,2010-01-01 00:01:00,0,108,False,True,SUSP-00118
7545223,MOTORCYCLE THEFT,GBV REPORTED,Bar/Restaurant,-1.337365,29.318157,2010-01-01 00:01:00,0,101,False,True,SUSP-00119
7545260,THEFT,DOMESTIC VIOLENCE INCIDENT,Public Market,-1.106345,30.39643,2010-01-01 00:01:00,0,112,False,True,SUSP-00120
7570969,CHILD ABUSE,CHILD NEGLECT CASE,Residential House,-1.225687,29.502684,2010-01-01 00:01:00,0,113,False,True,SUSP-00121
7585557,ASSAULT,ASSAULT WITH WEAPON,Village Road,-1.28299,30.495008,2010-01-01 00:01:00,0,106,False,True,SUSP-00122
7743821,MOTORCYCLE THEFT,VEHICLE STOLEN FROM ROAD,Farm Area,-1.96279,29.412892,2010-01-01 00:01:00,0,121,False,True,SUSP-00123
7749614,GENDER BASED VIOLENCE,GBV REPORTED,School,-1.84527,29.371886,2010-01-01 00:01:00,0,101,True,True,SUSP-00124
7755620,CHILD ABUSE,CHILD NEGLECT CASE,Main Road,-1.226824,29.104672,2010-01-01 00:01:00,1,120,False,True,SUSP-00125
7759441,BURGLARY,THEFT FROM HOUSE,Bus Park,-1.854387,30.420594,2010-01-01 00:01:00,0,103,False,True,SUSP-00126
7766062,CHILD ABUSE,UNLAWFUL ENTRY,School,-1.695248,29.456987,2010-01-01 00:01:00,0,106,False,True,SUSP-00127
7767919,GENDER BASED VIOLENCE,DOMESTIC VIOLENCE INCIDENT,Bus Park,-1.86027,29.096595,2010-01-01 00:01:00,0,124,False,True,SUSP-00128
7768051,ASSAULT,BODILY HARM IN FAMILY,Bar/Restaurant,-2.02609,29.203598,2010-01-01 00:01:00,0,113,False,False,
7769318,ASSAULT,PROPERTY DAMAGED IN MARKET,School,-1.513461,30.438749,2010-01-01 00:01:00,0,102,False,True,SUSP-00129
7774089,FRAUD,DOMESTIC VIOLENCE INCIDENT,School,-1.486165,29.578651,2010-01-01 00:01:00,0,122,True,True,SUSP-00130
7654554,THEFT,VEHICLE STOLEN FROM ROAD,Village Road,-1.284102,30.214273,2010-01-01 00:01:00,0,109,False,True,SUSP-00131
7667774,THEFT,PROPERTY DAMAGED IN MARKET,Bus Park,-2.289517,29.024168,2010-01-01 00:01:00,0,109,False,False,
7677781,PROPERTY DAMAGE,BODILY HARM IN FAMILY,Main Road,-2.34777,29.87848,2010-01-01 00:01:00,0,122,False,False,
7693130,THEFT,BODILY HARM IN FAMILY,Farm Area,-1.084831,29.136094,2010-01-01 00:01:00,0,105,False,True,SUSP-00132
7705571,CHILD ABUSE,BODILY HARM IN FAMILY,Health Center,-1.737618,29.704193,2010-01-01 00:01:00,0,109,False,True,SUSP-00133
7719562,ASSAULT,VEHICLE STOLEN FROM ROAD,Village Road,-1.126252,29.853226,2010-01-01 00:01:00,0,108,False,False,
7734302,PROPERTY DAMAGE,ASSAULT WITH WEAPON,Residential House,-2.140908,29.86082,2010-01-01 00:01:00,0,121,False,True,SUSP-00134
7885631,CHILD ABUSE,DOMESTIC VIOLENCE INCIDENT,Public Market,-2.427348,30.267397,2010-01-01 00:01:00,0,104,False,True,SUSP-00135
7893057,THEFT,DOMESTIC VIOLENCE INCIDENT,Public Market,-2.301154,30.458977,2010-01-01 00:01:00,0,126,False,True,SUSP-00136
